"pseudoid","term","sbjct_cd","catalog_nbr","class_section_cd","crse_ld","grade_cd","grade_basis_cd","grade_basis_ld","taken_unit","grade_pts","buffett_class","nba_program_id","course_descript","course_sect","term_course_sect","term_course","gr_course","race","gender","actcomp","hsgpa","efc","pared","cohort","t1sesa7scale","t1seaa7scale","t1matcamp7scale","t1sobcamp7scale","t1matlc7scale","t1valid7scale","t1apac4scale","t1apilc5scale","t1spilc5scale","t1engsac5scale","t1fcrlc5scale","t1fncrlc5scale","t1felc5scale","t1resiliency4scale","t1sob7scale","firstgen","sem1_cume_gpa","sem2_cume_gpa","sem3_cume_gpa","sem4_cume_gpa","sem5_cume_gpa","sem6_cume_gpa","sem7_cume_gpa","sem8_cume_gpa","sem1_term_attempted_credits_all","sem2_term_attempted_credits_all","sem3_term_attempted_credits_all","sem4_term_attempted_credits_all","sem5_term_attempted_credits_all","sem6_term_attempted_credits_all","sem8_term_attempted_credits_all","sem1_campus","sem2_campus","sem3_campus","sem4_campus","sem5_campus","sem6_campus","sem7_campus","sem8_campus","year1_persist","year2_persist","sem1_curr_pass_gpa_hrs","sem2_curr_pass_gpa_hrs","nvals","year1_creditsearned","act_cat","z_hsgpa","z_sem1_cume_gpa","z_year1_creditsearned"
1527,1158,"METR","140","002","SEVER&UNUSAL WEATHER","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","METR-140-002","METR-140-002","1158-8361","1158-8361",3.67000007629395,4,2,22,3.8675000667572,633,"No. He or she attended college but did not complete a degree.",2015,4.57828054298643,4.65683229813665,4.42857142857143,4.50411861614498,,,2.833515882,3.577339901,3.114114114,3.55190772,3.175572519,2.334637965,3.945578231,,4.553299492,1,3.58200001716614,3.81399989128113,3.77999997138977,3.75600004196167,3.76999998092651,3.75500011444092,,3.74900007247925,14,16,14,15,16,16,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,15,15,27,1,0.805461492263874,0.447990528330556,0.307523185610251
1389,1161,"CMST","1110","017","PUBLIC SPEAKING FUNDS","A+","GRD","Graded",3,12,"Y","BUFFETT","CMST-1110-017","CMST-1110-017","1161-3064","1161-3064",4,2,1,20,3.75999999046326,1071,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.57599997520447,3.68400001525879,3.70900011062622,3.75099992752075,3.78299999237061,3.80699992179871,,3.84200000762939,12,15,12,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,15,18,27,1,0.535317891309,0.438033258723164,0.307523185610251
1500,1161,"ALEC","102","005","INTERPERSONAL SKILLS","A+","GRD","Graded",3,12,"Y","BUFFETT","ALEC-102-005","ALEC-102-005","1161-564","1161-564",4,4,2,24,3.70000004768372,452,"Yes, a Bachelor's (4 year) degree.",2015,6.76651583710407,5.24378881987578,6.70535714285714,6.11037891268534,,,2.47864184,3.577339901,3.582582583,3.612244898,3.175572519,2.960861057,3.707482993,,6.847715736,0,4,3.81399989128113,3.7409999370575,3.79200005531311,3.80800008773804,3.78699994087219,,3.9449999332428,14,15,15,16,12,12,16,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","UNMC","UNMC",1,1,12,15,22,27,1,0.384540318321692,1.14167543112806,0.307523185610251
1338,1161,"BIOL","103","14","Gen Biology","C+","GRD","Traditional Grades",4,9.31999969482422,"Y","BUFFETT","BIOL-103-14","BIOL-103-14","1161-1311","1161-1311",2.32999992370605,4,1,21,3.16197991371155,9669,"No. He or she attended college but did not complete a degree.",2015,4.70316742081448,4.84782608695652,4.42857142857143,3.37726523887974,,,2.833515882,3.242364532,2.385385385,2.799467613,3.175572519,2.960861057,5,,5.385786802,1,3.30200004577637,2.78099989891052,2.90899991989136,2.93300008773804,2.85700011253357,2.88700008392334,,2.69899988174438,14,16,15,15,12,9,10,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,10,16,42,26,1,-0.967483804712825,-0.01667875615125,0.120679046128783
1225,1158,"AHIS","101","001","CAVE PAINT TO CATHDRLS","A+","GRD","Graded",3,12,"Y","BUFFETT","AHIS-101-001","AHIS-101-001","1158-523","1158-523",4,4,2,22,3.88000011444092,274,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,3.93400001525879,3.86700010299683,3.75600004196167,3.68400001525879,3.59699988365173,3.49300003051758,,3.48399996757507,16,15,15,12,12,9,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,15,8,30,1,0.836873636420434,1.03214625677391,0.868055604054654
1428,1161,"WMNS","101","003","INTRO WOMEN & GENDER","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","WMNS-101-003","WMNS-101-003","1161-13266","1161-13266",3.67000007629395,4,2,22,3.29999995231628,0,"Yes, a Bachelor's (4 year) degree.",2015,4.83348416289593,4.71739130434783,4.42857142857143,4.23228995057661,,,2.186199343,3.242364532,2.961961962,2.891748004,2.442748092,2.162426614,2.588435374,,4.553299492,0,3.58500003814697,3.53399991989136,3.25799989700317,3.04500007629395,3.00500011444092,2.9779999256134,,2.76799988746643,13,13,12,12,12,12,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,12,13,22,25,1,-0.620644699867333,0.452969163134252,-0.066165093352685
1551,1158,"ENGL","1200","002","AUTOBIO READING AND WRITING","A+","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-002","ENGL-1200-002","1158-4930","1158-4930",4,,2,33,4,3000,,2015,4.83348416289593,4.91770186335404,5.67857142857143,4.50411861614498,,,4,3.991133005,3.422422422,3.747116238,4.290076336,2.960861057,5,,5.385786802,1,4,4,4,4,4,4,,3.98499989509583,13,16,15,16,16,18,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,13,16,18,29,2,1.13842878239505,1.14167543112806,0.681211464573186
1514,1161,"LIFE","121","600","FUND OF BIOLOGY II","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","LIFE-121-600","LIFE-121-600","1161-7619","1161-7619",3.67000007629395,4,2,23,3.81629991531372,3887,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,4.99223602484472,4.77232142857143,5.06260296540362,,,3.530120482,3.577339901,3.422422422,3.278615794,2.908396947,2.491193738,3.238095238,,5.385786802,1,3.33200001716614,3.3199999332428,3.12899994850159,3.16799998283386,3.22199988365173,3.20499992370605,,3.84800004959106,15,12,13,13,13,13,16,"NEUNL","NEUNL","NEUNK","NEUNK","NEUNK","NEUNK",,"UNMC",1,1,15,12,14,27,1,0.676797460039778,0.0331071962221315,0.307523185610251
1566,1161,"PSYC","1010","003","INTRODUCTION TO PSYCHOLOGY I","B","GRD","Graded",3,9,"Y","BUFFETT","PSYC-1010-003","PSYC-1010-003","1161-10987","1161-10987",3,4,1,22,3.09999990463257,3423,"Yes, an Associate's (2 year) degree.",2015,,,,,,,,,,,,,,,,1,3.55399990081787,3.36500000953674,3.50600004196167,3.43499994277954,3.49300003051758,3.51600003242493,,3.56699991226196,15,16,15,16,15,16,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,15,16,23,31,1,-1.12323720896184,0.401523402050586,1.05489974353612
1045,1161,"PSY","203","08","General Psychology","B-","GRD","Traditional Grades",3,8.01000022888184,"Y","BUFFETT","PSY-203-08","PSY-203-08","1161-10912","1161-10912",2.67000007629395,4,2,21,3.47099995613098,7257,"Yes, an Associate's (2 year) degree.",2015,6.76651583710407,5.97049689440994,5.67857142857143,6.76771004942339,,,3.162102957,4.842364532,4.7997998,3.328305235,3.675572519,2.960861057,4.534013605,,6.847715736,1,3.69300007820129,3.51699995994568,3.48900008201599,3.55900001525879,3.58899998664856,3.61199998855591,,3.67000007629395,14,16,16,14,14,12,12,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,13,16,24,29,1,-0.190928197457731,0.632198829076572,0.681211464573186
1495,1161,"SOC","1010","007","INTRODUCTORY SOCIOLOGY","A+","GRD","Graded",3,12,"Y","BUFFETT","SOC-1010-007","SOC-1010-007","1161-11643","1161-11643",4,4,1,32,4,4712,"Yes, a Bachelor's (4 year) degree.",2015,4.98552036199095,5.24378881987578,4.77232142857143,4.50411861614498,,,4,3.577339901,2.52952953,3.434782609,2.660305344,2.491193738,5,,5.715736041,0,4,4,4,4,4,4,,4,13,18,15,19,12,14,16,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,13,18,20,31,2,1.13842878239505,1.14167543112806,1.05489974353612
1413,1161,"SPCH","100","15","Fund of Speech Comm","A-","GRD","Traditional Grades",3,11.0100002288818,"Y","BUFFETT","SPCH-100-15","SPCH-100-15","1161-12212","1161-12212",3.67000007629395,3,2,26,4.07000017166138,1852,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,5.75621118012422,6.70535714285714,6.11037891268534,,,3.530120482,4.842364532,4.7997998,3.747116238,3.175572519,3.277886497,4.534013605,,5.385786802,1,4,3.96700000762939,3.95799994468689,3.95300006866455,3.96499991416931,3.96399998664856,,3.96700000762939,17,14,17,16,16,17.5,17.5,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,16,14,19,30,2,1.31433655001706,1.14167543112806,0.868055604054654
1518,1158,"METR","140","002","SEVER&UNUSAL WEATHER","D+","GRD","Graded",3,3.99000000953674,"Y","BUFFETT","METR-140-002","METR-140-002","1158-8361","1158-8361",1.33000004291534,1,2,23,2.55999994277954,0,"Yes, an Associate's (2 year) degree.",2015,3.73665158371041,3.63198757763975,4.09375,4.50411861614498,,,3.162102957,3.084729064,3.422422422,2.891748004,4.805343511,4.04109589,5,,5.715736041,1,1.46599996089935,1.19000005722046,,,,,,,15,6,,,,,,"NEUNL","NEUNL",,,,,,,0,0,12,3,15,15,1,-2.48023656412126,-3.06358208801175,-1.93460648816736
1256,1158,"ENGL","1200","009","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-009","ENGL-1200-009","1158-4937","1158-4937",4,4,2,20,3.81708002090454,0,"No. He or she attended college but did not complete a degree.",2015,4.83348416289593,4.99223602484472,6.70535714285714,5.3492586490939,,,3.530120482,3.577339901,3.582582583,3.55190772,2.908396947,2.960861057,4.534013605,,4.822335025,1,3.58500003814697,3.64100003242493,3.62899994850159,3.55100011825562,3.49699997901917,3.47199988365173,,3.41100001335144,12,15,12,10,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,17,27,1,0.678757835703633,0.452969163134252,0.307523185610251
1110,1161,"PHIL","106","001","PHIL&CURRENT ISSUES","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","PHIL-106-001","PHIL-106-001","1161-10193","1161-10193",3.32999992370605,4,2,29,4.08139991760254,9792,"Yes, a Bachelor's (4 year) degree.",2015,5.64796380090498,4.91770186335404,4.42857142857143,4.50411861614498,,,2.47864184,3.084729064,2.52952953,2.984028394,2.660305344,1.168297456,2.867346939,,4.553299492,0,4,3.90300011634827,3.85500001907349,3.82999992370605,3.77900004386902,3.80999994277954,,3.84699988365173,16,16,16,17,14,13,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,16,25,31,2,1.3429836777651,1.14167543112806,1.05489974353612
1412,1161,"WMNS","101","003","INTRO WOMEN & GENDER","A","GRD","Graded",3,12,"Y","BUFFETT","WMNS-101-003","WMNS-101-003","1161-13266","1161-13266",4,4,2,34,3.91499996185303,2634,"Yes, a Bachelor's (4 year) degree.",2015,4.46968325791855,4.34006211180124,4.42857142857143,4.50411861614498,,,2.47864184,2.769458128,2.66966967,3.278615794,3.175572519,2.334637965,4.200680272,,4.553299492,0,3.68700003623962,3.76600003242493,3.70799994468689,3.62700009346008,3.53399991989136,3.49300003051758,,3.46700000762939,15,15,14,13,12,13,14,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,15,22,30,2,0.924826921094623,0.62224155946918,0.868055604054654
1410,1158,"ENGL","1200","012","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-012","ENGL-1200-012","1158-4940","1158-4940",4,3,2,18,2.57999992370605,0,"No. He or she never attended college.",2015,4.98552036199095,5.07142857142857,6.70535714285714,6.76771004942339,,,2.47864184,3.991133005,4.7997998,4.559893523,4.805343511,3.810176125,5,,6.847715736,1,3.79900002479553,3.18799996376038,,3.17899990081787,2.91899991035461,2.6949999332428,,2.23499989509583,13,9,,12,8,15,12,"NEUNO","NEUNO",,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,10,6,18,16,0,-2.42997737312549,0.808109273261902,-1.7477623486859
1076,1161,"CMST","1110","010","PUBLIC SPEAKING FUNDS","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","CMST-1110-010","CMST-1110-010","1161-3057","1161-3057",3.32999992370605,3,2,18,3.5,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.36400008201599,3.41100001335144,3.55100011825562,3.55100011825562,3.62899994850159,3.62100005149841,,3.50399994850159,12,12,15,0,13,12,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,12,18,24,0,-0.11805219077282,0.0862123703525031,-0.253009232834153
1209,1161,"SPCH","100","15","Fund of Speech Comm","B","GRD","Traditional Grades",3,9,"Y","BUFFETT","SPCH-100-15","SPCH-100-15","1161-12212","1161-12212",3,4,2,17,2.99000000953674,3634,"No. He or she attended college but did not complete a degree.",2015,4.70316742081448,4.43788819875776,5.67857142857143,3.99011532125206,,,2.833515882,3.084729064,3.970970971,3.491570541,3.175572519,3.11741683,3.945578231,,4.304568528,1,2.91000008583069,2.11999988555908,2.05399990081787,1.51999998092651,,,,,15,14,12,13,,,,"NEUNK","NEUNK","NEUNK","NEUNK",,,,,1,0,11,9,19,20,0,-1.39966275943858,-0.667215754425778,-1.00038579076002
1190,1161,"PSY","203","08","General Psychology","B-","GRD","Traditional Grades",3,8.01000022888184,"Y","BUFFETT","PSY-203-08","PSY-203-08","1161-10912","1161-10912",2.67000007629395,4,2,21,3.38000011444092,1495,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,5.24378881987578,5.36607142857143,4.50411861614498,,,3.530120482,3.407881773,3.266266266,2.845607808,2.908396947,2.491193738,4.200680272,,4.553299492,1,2.78699994087219,2.90100002288818,2.83500003814697,2.68099999427795,2.60400009155273,2.56599998474121,,,15,16,16,13,12,13,,"NEUNK","NEUNK","NEUNO","NEUNO","NEUNO","NEUNO",,,1,1,14,16,24,30,1,-0.419607336747438,-0.871338594386578,0.868055604054654
1416,1158,"PHIL","2030","004","INTRODUCTION TO ETHICS","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","PHIL-2030-004","PHIL-2030-004","1158-10250","1158-10250",3.67000007629395,4,1,28,3.89580011367798,0,"No. He or she attended college but did not complete a degree.",2015,4.27420814479638,4.65683229813665,5.08035714285714,4.50411861614498,,,3.162102957,2.927093596,2.961961962,2.845607808,2.442748092,2.162426614,3.238095238,,4.553299492,1,3.53600001335144,2.80599999427795,2.75999999046326,2.73499989509583,2.73499989509583,,,,15,15,13,4,0,,,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,,1,1,12,6,20,18,2,0.876578433255301,0.371651988891988,-1.37407406972296
1474,1161,"CIST","2100","002","ORGANIZATIONS, APPL & TECHNLGY","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","CIST-2100-002","CIST-2100-002","1161-2846","1161-2846",3.67000007629395,4,1,24,3.26999998092651,719,"No. He or she attended college but did not complete a degree.",2015,2.59638009049774,3.73913043478261,3.14285714285714,2.23558484349259,,,2.186199343,2.462068966,2.66966967,3.030168589,2.442748092,2.647749511,3.945578231,,3.111675127,1,2.88499999046326,3.23799991607666,2.91700005531311,2.87800002098083,2.92000007629395,3.02500009536743,,2.98600006103516,14,16,11,15,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,16,15,30,1,-0.696033486360987,-0.708704245902051,0.868055604054654
1179,1158,"ENGL","151","045","WRITING AND ARGUMENT","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","ENGL-151-045","ENGL-151-045","1158-5028","1158-5028",3.32999992370605,3,2,28,3.76999998092651,1348,"Yes, a Bachelor's (4 year) degree.",2015,4.57828054298643,3.84627329192547,5.08035714285714,5.3492586490939,,,3.162102957,3.242364532,3.266266266,2.891748004,2.660305344,2.162426614,2.054421769,,4.822335025,0,3.40000009536743,3.57999992370605,3.45300006866455,3.32299995422363,3.44799995422363,3.51999998092651,,3.56800007820129,15,16,16,17,13,13,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,16,20,31,2,0.560447486806885,0.145955592333277,1.05489974353612
1439,1161,"CMST","1110","017","PUBLIC SPEAKING FUNDS","B","GRD","Graded",3,9,"Y","BUFFETT","CMST-1110-017","CMST-1110-017","1161-3064","1161-3064",3,4,1,23,3.0625,3785,"Yes, a Bachelor's (4 year) degree.",2015,5.64796380090498,6.32453416149068,6.09821428571429,6.76771004942339,,,4,3.991133005,3.758758759,3.491570541,2.908396947,2.162426614,4.200680272,,6.847715736,0,3.06900000572205,3.23000001907349,3.3050000667572,3.42700004577637,3.37299990653992,3.34999990463257,,3.18700003623962,10,9,9,9,12,9,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,10,9,18,19,1,-1.21747304229471,-0.403350088147782,-1.18722993024149
1004,1161,"ART","1010","001","ART APPRECIATION","A","GRD","Graded",3,12,"Y","BUFFETT","ART-1010-001","ART-1010-001","1161-790","1161-790",4,2,2,29,3.67000007629395,2703,"No. He or she never attended college.",2015,5.3710407239819,4.91770186335404,6.70535714285714,6.11037891268534,,,4,4.326108374,4.7997998,3.07985803,2.015267176,1.649706458,3.945578231,,5.715736041,1,3.70000004768372,3.7590000629425,3.69899988174438,3.58400011062622,3.62599992752075,3.62100005149841,,3.59800004959106,14,16,11,15,16,12,13,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,16,20,30,2,0.309151531828037,0.64381551173067,0.868055604054654
1111,1161,"CSP","188","02","GS Portal","A","GRD","Traditional Grades",3,12,"Y","BUFFETT","CSP-188-02","CSP-188-02","1161-3912","1161-3912",4,2,1,18,3.70000004768372,0,"Yes, a Bachelor's (4 year) degree.",2015,4.98552036199095,4.2888198757764,5.67857142857143,5.06260296540362,,,2.47864184,3.762561576,3.266266266,3.825199645,4.805343511,3.810176125,4.200680272,,6.847715736,0,3.44600009918213,3.5,3.17499995231628,3.25399994850159,3.15100002288818,3.09999990463257,,3.1710000038147,16,13,12,15,9,13,15,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",1,1,15,13,15,28,0,0.384540318321692,0.222294131771844,0.494367325091718
1436,1158,"METR","140","002","SEVER&UNUSAL WEATHER","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","METR-140-002","METR-140-002","1158-8361","1158-8361",3.32999992370605,4,1,29,3.78999996185303,8218,"Yes, a Bachelor's (4 year) degree.",2015,4.46968325791855,4.54503105590062,3.14285714285714,4.23228995057661,,,1.814895947,2.769458128,3.582582583,2.891748004,2.442748092,2.491193738,3.037414966,,3.487309645,0,2.83200001716614,3.04099988937378,3.02699995040894,3.18700003623962,2.95700001716614,2.99000000953674,,2.89100003242493,12,12,13,14,12,6,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,12,15,24,2,0.610706677802655,-0.796659467994717,-0.253009232834153
1527,1158,"ALEC","102","204","INTERPERSONAL SKILLS","A","GRD","Graded",3,12,"Y","BUFFETT","ALEC-102-204","ALEC-102-204","1158-573","1158-573",4,4,2,22,3.8675000667572,633,"No. He or she attended college but did not complete a degree.",2015,4.57828054298643,4.65683229813665,4.42857142857143,4.50411861614498,,,2.833515882,3.577339901,3.114114114,3.55190772,3.175572519,2.334637965,3.945578231,,4.553299492,1,3.58200001716614,3.81399989128113,3.77999997138977,3.75600004196167,3.76999998092651,3.75500011444092,,3.74900007247925,14,16,14,15,16,16,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,15,21,27,1,0.805461492263874,0.447990528330556,0.307523185610251
1053,1158,"ENGL","150","032","WRITING AND INQUIRY","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","ENGL-150-032","ENGL-150-032","1158-4960","1158-4960",3.67000007629395,1,1,18,3.125,72,"No. He or she attended college but did not complete a degree.",2015,4.98552036199095,4.65683229813665,5.36607142857143,3.57001647446458,,,4,3.242364532,2.961961962,3.434782609,3.175572519,2.647749511,3.037414966,,4.822335025,1,3.25200009346008,3.16799998283386,2.92199993133545,3.09400010108948,3.10700011253357,3.12400007247925,,3.22900009155273,16,7,16,15,15,15,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,6,17,18,0,-1.06041292064872,-0.0996553434402192,-1.37407406972296
1341,1158,"FSID","188","03","GS Portal","B+","GRD","Traditional Grades",3,9.98999977111816,"Y","BUFFETT","FSID-188-03","FSID-188-03","1158-5856","1158-5856",3.32999992370605,3,2,19,4.16480016708374,0,"No. He or she never attended college.",2015,5.3710407239819,4.65683229813665,5.08035714285714,4.78583196046128,,,3.530120482,3.762561576,2.385385385,3.55190772,1.229007634,1.168297456,1.945578231,,5.385786802,1,3.04999995231628,3.19400000572205,2.99300003051758,2.9779999256134,2.90499997138977,2.90899991989136,,2.92799997329712,14,16,15,15,15,15,15,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,13,16,21,29,0,1.55256533102626,-0.434881310016664,0.681211464573186
1466,1158,"MATH","1310","003","INTERMEDIATE ALGEBRA","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","MATH-1310-003","MATH-1310-003","1158-7954","1158-7954",3.32999992370605,3,1,17,3.55999994277954,219,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.5,3.20700001716614,2.51399993896484,2.57500004768372,2.36899995803833,2.46900010108948,,2.57699990272522,12,15,14,15,14,8,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,4,14,16,0,0.0327253822144883,0.311908766911215,-1.7477623486859
1029,1161,"MATH","104","006","APPLIED CALCULUS","C-","GRD","Graded",3,5.01000022888184,"Y","BUFFETT","MATH-104-006","MATH-104-006","1161-7806","1161-7806",1.67000007629395,5,1,24,2.93866991996765,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,1.66700005531311,1.22800004482269,,,,,,,16,12,,,,,,"NEUNL","NEUNL",,,,,,,0,0,9,6,19,15,1,-1.52865332122771,-2.7300157323138,-1.93460648816736
1498,1161,"CMST","1110","017","PUBLIC SPEAKING FUNDS","A","GRD","Graded",3,12,"Y","BUFFETT","CMST-1110-017","CMST-1110-017","1161-3064","1161-3064",4,2,1,15,3.64520001411438,0,"No. He or she never attended college.",2015,5.64796380090498,6.32453416149068,5.67857142857143,5.06260296540362,,,2.186199343,3.084729064,2.66966967,3.491570541,2.908396947,2.960861057,3.465986395,,5.096446701,1,2.91700005531311,3.42199993133545,3.50300002098083,3.47099995613098,3.40100002288818,3.40799999237061,,3.27999997138977,13,14,15,12,12,9,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,13,14,18,27,0,0.246829919304029,-0.65559907177168,0.307523185610251
1359,1158,"GEOL","1170","013","PHYSICAL GEOLOGY","C","GRD","Graded",4,8,"Y","BUFFETT","GEOL-1170-013","GEOL-1170-013","1158-6134","1158-6134",2,2,2,13,3.15380001068115,0,"No. He or she never attended college.",2015,3.87782805429864,3.77173913043478,4.09375,3.77265238879736,,,2.47864184,1.933990148,1.732732733,2.522626442,2.442748092,1.954990215,2.867346939,,4.076142132,1,2.58400011062622,2.79200005531311,2.80100011825562,2.73399996757507,2.79800009727478,2.77699995040894,,,12,12,12,12,12,12,,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,1,1,12,12,17,24,0,-0.988039589752926,-1.20822357834615,-0.253009232834153
1294,1158,"ENGL","1200","007","AUTOBIO READING AND WRITING","C+","GRD","Graded",3,6.98999977111816,"Y","BUFFETT","ENGL-1200-007","ENGL-1200-007","1158-4935","1158-4935",2.32999992370605,4,1,23,3.78999996185303,0,"Yes, a Bachelor's (4 year) degree.",2015,,,,,,,,,,,,,,,,0,2.68600010871887,2.36800003051758,3.12599992752075,2.80699992179871,2.8510000705719,2.95799994468689,,3.07500004768372,15,12,16,12,15,12,12,"NEUNO","NEUNO","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,12,14,27,1,0.610706677802655,-1.03895118201122,0.307523185610251
1424,1161,"GERO","2000","005","INTRODUCTION TO GERONTOLOGY","A+","GRD","Graded",3,12,"Y","BUFFETT","GERO-2000-005","GERO-2000-005","1161-6240","1161-6240",4,4,2,22,3.83999991416931,7145,"Yes, an Associate's (2 year) degree.",2015,6.07692307692308,5.59316770186335,5.67857142857143,6.76771004942339,,,3.530120482,3.991133005,3.114114114,3.612244898,3.175572519,2.804305284,3.465986395,,5.385786802,1,3.92300009727478,3.96499991416931,3.95600008964539,3.96399998664856,4,4,,4,13,16,15,12,16,16,14,"NEUNO","NEUNO","NEUNO","NEUNO","UNMC","UNMC",,"UNMC",1,1,13,16,16,29,1,0.736354655292079,1.01389152626941,0.681211464573186
1408,1161,"MATH","101","009","COLLEGE ALGEBRA","C","GRD","Graded",3,6,"Y","BUFFETT","MATH-101-009","MATH-101-009","1161-7743","1161-7743",2,3,1,18,3.07999992370605,7572,"Yes, a Bachelor's (4 year) degree.",2015,4.70316742081448,4.24689440993789,4.09375,4.23228995057661,,,2.186199343,2.927093596,2.813813814,2.891748004,2.442748092,2.334637965,2.054421769,,3.304568528,0,2.80200004577637,2.56399989128113,2.19300007820129,2.49699997901917,2.65700006484985,2.60199999809265,,2.7409999370575,15,14,11,15,14,16,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,14,18,29,0,-1.17349639995761,-0.846445420368098,0.681211464573186
1050,1161,"ALEC","102","005","INTERPERSONAL SKILLS","A+","GRD","Graded",3,12,"Y","BUFFETT","ALEC-102-005","ALEC-102-005","1161-564","1161-564",4,4,2,25,3.85999989509583,1803,"No. He or she never attended college.",2015,5.64796380090498,6.90217391304348,6.09821428571429,5.3492586490939,,,4,3.407881773,3.266266266,3.747116238,2.908396947,2.960861057,5,,6.172588832,1,3.83200001716614,3.87800002098083,3.68600010871887,3.71099996566772,3.75200009346008,3.65000009536743,,3.71000003814697,16,17,16,15,15,15,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,16,17,22,33,2,0.786613846287848,0.86287386043898,1.42858802249906
